city,state_id,state_name,lat,lng
New York,NY,New York,40.6943,-73.9249
Los Angeles,CA,California,34.1141,-118.4068
Chicago,IL,Illinois,41.8375,-87.6866
Miami,FL,Florida,25.7840,-80.2101
Houston,TX,Texas,29.7860,-95.3885
Dallas,TX,Texas,32.7935,-96.7667
Philadelphia,PA,Pennsylvania,40.0077,-75.1339
Atlanta,GA,Georgia,33.7628,-84.4220
Washington,DC,District of Columbia,38.9047,-77.0163
Boston,MA,Massachusetts,42.3188,-71.0852
Phoenix,AZ,Arizona,33.5722,-112.0892
Detroit,MI,Michigan,42.3834,-83.1024
Seattle,WA,Washington,47.6211,-122.3244
San Francisco,CA,California,37.7558,-122.4449
San Diego,CA,California,32.8313,-117.1222
Minneapolis,MN,Minnesota,44.9635,-93.2678
Tampa,FL,Florida,27.9945,-82.4447
Brooklyn,NY,New York,40.6501,-73.9496
Denver,CO,Colorado,39.7620,-104.8758
Queens,NY,New York,40.7498,-73.7976
Riverside,CA,California,33.9381,-117.3949
Las Vegas,NV,Nevada,36.2333,-115.2654
Baltimore,MD,Maryland,39.3051,-76.6144
St. Louis,MO,Missouri,38.6359,-90.2451
Portland,OR,Oregon,45.5371,-122.6500
San Antonio,TX,Texas,29.4632,-98.5238
Sacramento,CA,California,38.5677,-121.4685
Austin,TX,Texas,30.3005,-97.7522
Orlando,FL,Florida,28.4773,-81.3370
San Juan,PR,Puerto Rico,18.3985,-66.0610
San Jose,CA,California,37.3012,-121.8480
Pittsburgh,PA,Pennsylvania,40.4397,-79.9763
Indianapolis,IN,Indiana,39.7771,-86.1458
Manhattan,NY,New York,40.7834,-73.9662
Cincinnati,OH,Ohio,39.1413,-84.5060
Kansas City,MO,Missouri,39.1238,-94.5541
Cleveland,OH,Ohio,41.4764,-81.6805
Columbus,OH,Ohio,39.9862,-82.9855
Bronx,NY,New York,40.8501,-73.8662
Virginia Beach,VA,Virginia,36.7335,-76.0435
Charlotte,NC,North Carolina,35.2083,-80.8303
Milwaukee,WI,Wisconsin,43.0642,-87.9675
Providence,RI,Rhode Island,41.8230,-71.4187
Jacksonville,FL,Florida,30.3322,-81.6749
Nashville,TN,Tennessee,36.1715,-86.7842
Salt Lake City,UT,Utah,40.7776,-111.9311
Raleigh,NC,North Carolina,35.8324,-78.6429
Richmond,VA,Virginia,37.5295,-77.4756
Memphis,TN,Tennessee,35.1087,-89.9663
Oklahoma City,OK,Oklahoma,35.4676,-97.5136
Hartford,CT,Connecticut,41.7661,-72.6834
Louisville,KY,Kentucky,38.1663,-85.6485
Buffalo,NY,New York,42.9018,-78.8487
New Orleans,LA,Louisiana,30.0687,-89.9288
Fort Worth,TX,Texas,32.7817,-97.3474
Bridgeport,CT,Connecticut,41.1918,-73.1954
Tucson,AZ,Arizona,32.1541,-110.8787
El Paso,TX,Texas,31.8476,-106.4300
Omaha,NE,Nebraska,41.2627,-96.0529
McAllen,TX,Texas,26.2252,-98.2467
Birmingham,AL,Alabama,33.5279,-86.7971
Albuquerque,NM,New Mexico,35.1054,-106.6465
Tulsa,OK,Oklahoma,36.1283,-95.9042
Fresno,CA,California,36.7830,-119.7939
Charleston,SC,South Carolina,32.8168,-79.9687
Rochester,NY,New York,43.1680,-77.6162
Dayton,OH,Ohio,39.7805,-84.2003
Cape Coral,FL,Florida,26.6443,-81.9957
Mission Viejo,CA,California,33.6096,-117.6551
Colorado Springs,CO,Colorado,38.8674,-104.7605
Baton Rouge,LA,Louisiana,30.4420,-91.1311
Allentown,PA,Pennsylvania,40.5961,-75.4756
Ogden,UT,Utah,41.2279,-111.9682
Provo,UT,Utah,40.2457,-111.6457
Knoxville,TN,Tennessee,35.9692,-83.9496
Grand Rapids,MI,Michigan,42.9619,-85.6562
Columbia,SC,South Carolina,34.0378,-80.9036
Albany,NY,New York,42.6664,-73.7987
Bakersfield,CA,California,35.3529,-119.0359
New Haven,CT,Connecticut,41.3113,-72.9246
Des Moines,IA,Iowa,41.5725,-93.6105
Akron,OH,Ohio,41.0798,-81.5219
Palm Bay,FL,Florida,27.9631,-80.6593
Concord,CA,California,37.9722,-122.0016
Wichita,KS,Kansas,37.6895,-97.3443
Mesa,AZ,Arizona,33.4015,-111.7178
Harrisburg,PA,Pennsylvania,40.2752,-76.8843
Staten Island,NY,New York,40.5834,-74.1496
Toledo,OH,Ohio,41.6638,-83.5827
Worcester,MA,Massachusetts,42.2705,-71.8079
Long Beach,CA,California,33.7977,-118.1670
Port St. Lucie,FL,Florida,27.2796,-80.3884
Little Rock,AR,Arkansas,34.7256,-92.3577
Reno,NV,Nevada,39.5497,-119.8483
Spokane,WA,Washington,47.6671,-117.4330
Madison,WI,Wisconsin,43.0822,-89.3930
Boise,ID,Idaho,43.6005,-116.2308
Bonita Springs,FL,Florida,26.3558,-81.7859
Denton,TX,Texas,33.2175,-97.1418
Oakland,CA,California,37.7904,-122.2166
Springfield,MA,Massachusetts,42.1155,-72.5395
Augusta,GA,Georgia,33.3645,-82.0708
Kissimmee,FL,Florida,28.3041,-81.4169
Winston-Salem,NC,North Carolina,36.1029,-80.2610
Stockton,CA,California,37.9765,-121.3109
Syracuse,NY,New York,43.0407,-76.1437
Chattanooga,TN,Tennessee,35.0660,-85.2481
Lancaster,PA,Pennsylvania,40.0420,-76.3012
Greenville,SC,South Carolina,34.8354,-82.3646
Durham,NC,North Carolina,35.9792,-78.9022
Pensacola,FL,Florida,30.4413,-87.1911
Fayetteville,AR,Arkansas,36.0714,-94.1661
Arlington,TX,Texas,32.6998,-97.1250
Aurora,CO,Colorado,39.7083,-104.7237
Oxnard,CA,California,34.1964,-119.1815
Indio,CA,California,33.7346,-116.2346
Scranton,PA,Pennsylvania,41.4044,-75.6649
Victorville,CA,California,34.5277,-117.3536
Trenton,NJ,New Jersey,40.2237,-74.7641
Modesto,CA,California,37.6375,-121.0028
Huntsville,AL,Alabama,34.6981,-86.6412
Honolulu,HI,Hawaii,21.3294,-157.8460
Greensboro,NC,North Carolina,36.0956,-79.8271
Anaheim,CA,California,33.8390,-117.8574
Corpus Christi,TX,Texas,27.7254,-97.3767
Fort Wayne,IN,Indiana,41.0888,-85.1436
Fort Collins,CO,Colorado,40.5477,-105.0656
Jackson,MS,Mississippi,32.3157,-90.2125
Myrtle Beach,SC,South Carolina,33.7094,-78.8844
Fayetteville,NC,North Carolina,35.0850,-78.9772
Antioch,CA,California,37.9787,-121.7960
Lansing,MI,Michigan,42.7142,-84.5601
Lexington,KY,Kentucky,38.0423,-84.4587
Mobile,AL,Alabama,30.6782,-88.1162
Youngstown,OH,Ohio,41.0993,-80.6463
Henderson,NV,Nevada,36.0133,-115.0381
Savannah,GA,Georgia,32.0286,-81.1821
Poughkeepsie,NY,New York,41.6950,-73.9211
Santa Ana,CA,California,33.7367,-117.8819
Ann Arbor,MI,Michigan,42.2759,-83.7310
St. Paul,MN,Minnesota,44.9478,-93.1039
Newark,NJ,New Jersey,40.7245,-74.1725
Irvine,CA,California,33.6772,-117.7738
Santa Rosa,CA,California,38.4458,-122.7067
Canton,OH,Ohio,40.8078,-81.3676
Asheville,NC,North Carolina,35.5707,-82.5537
Flint,MI,Michigan,43.0236,-83.6921
Winter Haven,FL,Florida,28.0118,-81.7014
Anchorage,AK,Alaska,61.1508,-149.1091
Lincoln,NE,Nebraska,40.8099,-96.6784
Concord,NC,North Carolina,35.3933,-80.6369
Jersey City,NJ,New Jersey,40.7184,-74.0686
Springfield,MO,Missouri,37.1943,-93.2916
Plano,TX,Texas,33.0502,-96.7486
Shreveport,LA,Louisiana,32.4653,-93.7955
Davenport,IA,Iowa,41.5565,-90.6053
Lubbock,TX,Texas,33.5657,-101.8879
Lakeland,FL,Florida,28.0557,-81.9545
South Bend,IN,Indiana,41.6767,-86.2696
Chula Vista,CA,California,32.6281,-117.0144
Chandler,AZ,Arizona,33.2825,-111.8514
Rockford,IL,Illinois,42.2596,-89.0640
Reading,PA,Pennsylvania,40.3400,-75.9267
Eugene,OR,Oregon,44.0564,-123.1174
Wilmington,NC,North Carolina,34.2099,-77.8866
Santa Clarita,CA,California,34.4175,-118.4964
Gilbert,AZ,Arizona,33.3100,-111.7463
Salem,OR,Oregon,44.9233,-123.0244
Killeen,TX,Texas,31.0753,-97.7297
Round Lake Beach,IL,Illinois,42.3791,-88.0811
Columbus,GA,Georgia,32.5100,-84.8771
North Las Vegas,NV,Nevada,36.2883,-115.0888
Kennewick,WA,Washington,46.1978,-119.1732
St. Petersburg,FL,Florida,27.7931,-82.6652
Tallahassee,FL,Florida,30.4551,-84.2527
Laredo,TX,Texas,27.5625,-99.4874
Irving,TX,Texas,32.8583,-96.9702
Peoria,IL,Illinois,40.7520,-89.6154
Montgomery,AL,Alabama,32.3482,-86.2668
Chesapeake,VA,Virginia,36.6778,-76.3023
Glendale,AZ,Arizona,33.5791,-112.2311
York,PA,Pennsylvania,39.9651,-76.7315
Nashua,NH,New Hampshire,42.7491,-71.4910
Garland,TX,Texas,32.9100,-96.6304
Scottsdale,AZ,Arizona,33.6872,-111.8651
Lafayette,LA,Louisiana,30.2082,-92.0325
Norfolk,VA,Virginia,36.8945,-76.2590
Arlington,VA,Virginia,38.8786,-77.1011
Appleton,WI,Wisconsin,44.2780,-88.3892
Aguadilla,PR,Puerto Rico,18.4382,-67.1537
Rock Hill,SC,South Carolina,34.9415,-81.0241
Fremont,CA,California,37.5265,-121.9843
Fargo,ND,North Dakota,46.8651,-96.8292
Gulfport,MS,Mississippi,30.4274,-89.0704
Bremerton,WA,Washington,47.5436,-122.7121
Green Bay,WI,Wisconsin,44.5148,-87.9895
Enterprise,NV,Nevada,36.0091,-115.2278
Hialeah,FL,Florida,25.8696,-80.3045
Deltona,FL,Florida,28.9050,-81.2137
San Bernardino,CA,California,34.1416,-117.2943
Gainesville,FL,Florida,29.6804,-82.3459
Spring Valley,NV,Nevada,36.0952,-115.2636
Tacoma,WA,Washington,47.2431,-122.4531
Roanoke,VA,Virginia,37.2785,-79.9581
Brownsville,TX,Texas,25.9975,-97.4580
College Station,TX,Texas,30.5852,-96.2959
Olympia,WA,Washington,47.0417,-122.8959
Clarksville,TN,Tennessee,36.5692,-87.3413
Yonkers,NY,New York,40.9466,-73.8673
Moreno Valley,CA,California,33.9244,-117.2045
Thousand Oaks,CA,California,34.1914,-118.8756
Portland,ME,Maine,43.6773,-70.2715
Fontana,CA,California,34.0968,-117.4599
Hickory,NC,North Carolina,35.7410,-81.3223
Amarillo,TX,Texas,35.1984,-101.8316
Sioux Falls,SD,South Dakota,43.5396,-96.7311
Evansville,IN,Indiana,37.9881,-87.5341
Huntington,WV,West Virginia,38.4109,-82.4345
Waterbury,CT,Connecticut,41.5582,-73.0361
Frisco,TX,Texas,33.1560,-96.8216
Lorain,OH,Ohio,41.4409,-82.1840
Kalamazoo,MI,Michigan,42.2749,-85.5882
Galveston,TX,Texas,29.2484,-94.8913
Spartanburg,SC,South Carolina,34.9442,-81.9251
Santa Barbara,CA,California,34.4285,-119.7202
Sunrise Manor,NV,Nevada,36.1783,-115.0487
Huntington Beach,CA,California,33.6960,-118.0018
Grand Prairie,TX,Texas,32.6871,-97.0208
Overland Park,KS,Kansas,38.8870,-94.6870
McKinney,TX,Texas,33.2016,-96.6670
Waco,TX,Texas,31.5599,-97.1882
Hagerstown,MD,Maryland,39.6401,-77.7217
Glendale,CA,California,34.1819,-118.2468
Nampa,ID,Idaho,43.5844,-116.5638
Peoria,AZ,Arizona,33.7843,-112.2989
Cedar Rapids,IA,Iowa,41.9662,-91.6783
Vancouver,WA,Washington,45.6366,-122.5967
Paradise,NV,Nevada,36.0872,-115.1355
Ocala,FL,Florida,29.1780,-82.1511
Erie,PA,Pennsylvania,42.1167,-80.0733
Newport News,VA,Virginia,37.1051,-76.5185
Frederick,MD,Maryland,39.4337,-77.4141
Murfreesboro,TN,Tennessee,35.8490,-86.4121
Fort Lauderdale,FL,Florida,26.1412,-80.1464
Aurora,IL,Illinois,41.7638,-88.2902
Tempe,AZ,Arizona,33.3881,-111.9319
Danbury,CT,Connecticut,41.4015,-73.4709
Spring Hill,FL,Florida,28.4798,-82.5300
Gastonia,NC,North Carolina,35.2494,-81.1854
Salinas,CA,California,36.6883,-121.6317
Fredericksburg,VA,Virginia,38.2992,-77.4872
Ontario,CA,California,34.0393,-117.6064
Elk Grove,CA,California,38.4161,-121.3842
Gainesville,GA,Georgia,34.2902,-83.8294
Cary,NC,North Carolina,35.7819,-78.8195
Rancho Cucamonga,CA,California,34.1247,-117.5667
Oceanside,CA,California,33.2247,-117.3083
Garden Grove,CA,California,33.7787,-117.9601
Lancaster,CA,California,34.6935,-118.1753
Hemet,CA,California,33.7341,-116.9969
Pembroke Pines,FL,Florida,26.0128,-80.3382
Panama City,FL,Florida,30.1995,-85.6003
Vallejo,CA,California,38.1125,-122.2342
Manchester,NH,New Hampshire,42.9848,-71.4447
Medford,OR,Oregon,42.3372,-122.8540
Bayamón,PR,Puerto Rico,18.3794,-66.1635
Mauldin,SC,South Carolina,34.7821,-82.3032
Santa Cruz,CA,California,36.9789,-122.0346
Palmdale,CA,California,34.5944,-118.1057
Norwich,CT,Connecticut,41.5495,-72.0882
Muskegon,MI,Michigan,43.2281,-86.2562
Leesburg,FL,Florida,28.7672,-81.8962
High Point,NC,North Carolina,35.9910,-79.9937
Tuscaloosa,AL,Alabama,33.2348,-87.5268
Visalia,CA,California,36.3276,-119.3269
Marysville,WA,Washington,48.0809,-122.1561
Merced,CA,California,37.3057,-120.4779
Hayward,CA,California,37.6328,-122.0766
Lafayette,IN,Indiana,40.3991,-86.8593
Springfield,IL,Illinois,39.7709,-89.6540
Corona,CA,California,33.8616,-117.5649
Paterson,NJ,New Jersey,40.9147,-74.1624
Alexandria,VA,Virginia,38.8185,-77.0861
Macon,GA,Georgia,32.8065,-83.6974
Binghamton,NY,New York,42.1014,-75.9093
Lakewood,CO,Colorado,39.6977,-105.1172
Kansas City,KS,Kansas,39.1235,-94.7443
Odessa,TX,Texas,31.8801,-102.3448
Sunnyvale,CA,California,37.3836,-122.0255
New Bedford,MA,Massachusetts,41.6697,-70.9428
Hollywood,FL,Florida,26.0293,-80.1679
South Lyon,MI,Michigan,42.4614,-83.6526
Escondido,CA,California,33.1348,-117.0723
Lake Charles,LA,Louisiana,30.2010,-93.2111
Pasadena,TX,Texas,29.6575,-95.1498
Bellevue,WA,Washington,47.5951,-122.1535
Joliet,IL,Illinois,41.5188,-88.1499
Champaign,IL,Illinois,40.1142,-88.2737
Pomona,CA,California,34.0585,-117.7626
Fairfield,CA,California,38.2583,-122.0335
Mesquite,TX,Texas,32.7602,-96.5865
Elkhart,IN,Indiana,41.6916,-85.9627
Naperville,IL,Illinois,41.7480,-88.1659
St. George,UT,Utah,37.0758,-113.5752
Roseville,CA,California,38.7703,-121.3196
Topeka,KS,Kansas,39.0346,-95.6955
Burlington,NC,North Carolina,36.0760,-79.4685
Warner Robins,GA,Georgia,32.5961,-83.6527
Surprise,AZ,Arizona,33.6815,-112.4515
Torrance,CA,California,33.8346,-118.3416
Santa Maria,CA,California,34.9333,-120.4431
Athens,GA,Georgia,33.9508,-83.3689
Houma,LA,Louisiana,29.5800,-90.7059
Columbia,MO,Missouri,38.9472,-92.3268
Fullerton,CA,California,33.8841,-117.9279
Olathe,KS,Kansas,38.8833,-94.8200
Thornton,CO,Colorado,39.9197,-104.9438
Greeley,CO,Colorado,40.4152,-104.7706
Beaumont,TX,Texas,30.0849,-94.1451
Las Cruces,NM,New Mexico,32.3265,-106.7893
Midland,TX,Texas,32.0243,-102.1147
Metairie,LA,Louisiana,29.9977,-90.1780
Carolina,PR,Puerto Rico,18.4054,-65.9792
West Valley City,UT,Utah,40.6886,-112.0123
Orange,CA,California,33.8038,-117.8218
Warren,MI,Michigan,42.4934,-83.0270
Grand Junction,CO,Colorado,39.0877,-108.5673
Tyler,TX,Texas,32.3184,-95.3062
Pasadena,CA,California,34.1597,-118.1390
Hampton,VA,Virginia,37.0551,-76.3630
Bloomington,IL,Illinois,40.4757,-88.9703
Elizabeth,NJ,New Jersey,40.6658,-74.1913
Stamford,CT,Connecticut,41.1039,-73.5585
Yuma,AZ,Arizona,32.5995,-114.5491
Kent,WA,Washington,47.3887,-122.2128
Miramar,FL,Florida,25.9773,-80.3351
Coeur d'Alene,ID,Idaho,47.7040,-116.7936
Coral Springs,FL,Florida,26.2702,-80.2591
Sterling Heights,MI,Michigan,42.5809,-83.0305
Yuba City,CA,California,39.1357,-121.6383
Yakima,WA,Washington,46.5923,-120.5496
Carrollton,TX,Texas,32.9890,-96.8999
Racine,WI,Wisconsin,42.7274,-87.8135
Johnson City,TN,Tennessee,36.3406,-82.3806
Billings,MT,Montana,45.7891,-108.5526
Iowa City,IA,Iowa,41.6559,-91.5303
Dover,DE,Delaware,39.1610,-75.5202
Bellingham,WA,Washington,48.7548,-122.4690
Charleston,WV,West Virginia,38.3484,-81.6322
Lynchburg,VA,Virginia,37.4003,-79.1909
Santa Clara,CA,California,37.3646,-121.9680
Norman,OK,Oklahoma,35.2335,-97.3471
Greenville,NC,North Carolina,35.5943,-77.3760
Simi Valley,CA,California,34.2663,-118.7490
Fort Smith,AR,Arkansas,35.3495,-94.3695
Abilene,TX,Texas,32.4543,-99.7384
Arecibo,PR,Puerto Rico,18.4491,-66.7387
Lewisville,TX,Texas,33.0454,-96.9815
Pearland,TX,Texas,29.5581,-95.3218
Lehigh Acres,FL,Florida,26.6120,-81.6388
Kenosha,WI,Wisconsin,42.5865,-87.8773
Seaside,CA,California,36.6224,-121.8199
Burlington,VT,Vermont,44.4876,-73.2316
Arvada,CO,Colorado,39.8320,-105.1510
Waldorf,MD,Maryland,38.6085,-76.9194
Independence,MO,Missouri,39.0871,-94.3501
Rochester,MN,Minnesota,44.0154,-92.4780
Logan,UT,Utah,41.7399,-111.8422
Harlingen,TX,Texas,26.1916,-97.6977
Berkeley,CA,California,37.8722,-122.2760
Clovis,CA,California,36.8278,-119.6830
Round Rock,TX,Texas,30.5270,-97.6642
Pueblo,CO,Colorado,38.2701,-104.6114
Temple,TX,Texas,31.1068,-97.3891
Meridian,ID,Idaho,43.6116,-116.3977
Duluth,MN,Minnesota,46.7756,-92.1393
The Woodlands,TX,Texas,30.1738,-95.5134
Boulder,CO,Colorado,40.0248,-105.2524
Richardson,TX,Texas,32.9716,-96.7093
Cambridge,MA,Massachusetts,42.3759,-71.1185
West Palm Beach,FL,Florida,26.7469,-80.1320
Port Arthur,TX,Texas,29.8554,-93.9264
East Los Angeles,CA,California,34.0326,-118.1691
Redding,CA,California,40.5698,-122.3650
Clearwater,FL,Florida,27.9790,-82.7623
Monroe,LA,Louisiana,32.5185,-92.0774
Utica,NY,New York,43.0962,-75.2261
St. Cloud,MN,Minnesota,45.5340,-94.1718
Mandeville,LA,Louisiana,30.3751,-90.0904
West Jordan,UT,Utah,40.6024,-112.0008
North Charleston,SC,South Carolina,32.9067,-80.0722
Richmond,CA,California,37.9477,-122.3389
Westminster,CO,Colorado,39.8837,-105.0624
Saginaw,MI,Michigan,43.4199,-83.9501
Kailua,HI,Hawaii,21.3920,-157.7396
Brandon,FL,Florida,27.9367,-82.3000
Ponce,PR,Puerto Rico,18.0127,-66.6212
Carlsbad,CA,California,33.1246,-117.2834
Lowell,MA,Massachusetts,42.6389,-71.3217
Broken Arrow,OK,Oklahoma,36.0380,-95.7806
Elgin,IL,Illinois,42.0383,-88.3240
Gresham,OR,Oregon,45.5021,-122.4413
League City,TX,Texas,29.4874,-95.1087
Downey,CA,California,33.9379,-118.1311
Waterloo,IA,Iowa,42.4918,-92.3522
Murrieta,CA,California,33.5719,-117.1909
Leominster,MA,Massachusetts,42.5209,-71.7717
Longview,TX,Texas,32.5193,-94.7622
Jacksonville,NC,North Carolina,34.7289,-77.3941
Pompano Beach,FL,Florida,26.2428,-80.1312
Bend,OR,Oregon,44.0563,-121.3095
Miami Gardens,FL,Florida,25.9433,-80.2426
Costa Mesa,CA,California,33.6667,-117.9135
Sioux City,IA,Iowa,42.4959,-96.3901
Everett,WA,Washington,47.9525,-122.1669
Gilroy,CA,California,37.0046,-121.5854
San Buenaventura,CA,California,34.2741,-119.2314
Temecula,CA,California,33.4928,-117.1315
Sugar Land,TX,Texas,29.5935,-95.6358
Chico,CA,California,39.7578,-121.8161
Eau Claire,WI,Wisconsin,44.8197,-91.4948
El Monte,CA,California,34.0739,-118.0291
Idaho Falls,ID,Idaho,43.4871,-112.0362
Dearborn,MI,Michigan,42.3127,-83.2130
Bloomington,IN,Indiana,39.1637,-86.5257
West Covina,CA,California,34.0555,-117.9113
Sparks,NV,Nevada,39.5736,-119.7161
South Fulton,GA,Georgia,33.6273,-84.5800
Centennial,CO,Colorado,39.5926,-104.8673
Sandy Springs,GA,Georgia,33.9366,-84.3703
Inglewood,CA,California,33.9566,-118.3444
Hillsboro,OR,Oregon,45.5273,-122.9360
Columbia,MD,Maryland,39.2004,-76.8590
Burbank,CA,California,34.1879,-118.3235
Davie,FL,Florida,26.0789,-80.2870
El Cajon,CA,California,32.8017,-116.9604
Jurupa Valley,CA,California,34.0010,-117.4706
Allen,TX,Texas,33.1088,-96.6735
Auburn,AL,Alabama,32.6087,-85.4903
Renton,WA,Washington,47.4784,-122.1918
Holland,MI,Michigan,42.7677,-86.0984
Brockton,MA,Massachusetts,42.0821,-71.0242
Rio Rancho,NM,New Mexico,35.2873,-106.6982
San Mateo,CA,California,37.5522,-122.3121
Rialto,CA,California,34.1175,-117.3892
Spokane Valley,WA,Washington,47.6626,-117.2346
Charlottesville,VA,Virginia,38.0375,-78.4855
Menifee,CA,California,33.6909,-117.1849
Daly City,CA,California,37.6862,-122.4685
Wichita Falls,TX,Texas,33.9072,-98.5291
Riverview,FL,Florida,27.8227,-82.3023
Norwalk,CA,California,33.9069,-118.0829
Lee's Summit,MO,Missouri,38.9171,-94.3816
Longmont,CO,Colorado,40.1686,-105.1005
Vacaville,CA,California,38.3587,-121.9673
Highlands Ranch,CO,Colorado,39.5419,-104.9708
Kingsport,TN,Tennessee,36.5224,-82.5454
San Tan Valley,AZ,Arizona,33.1786,-111.5629
Quincy,MA,Massachusetts,42.2506,-71.0187
Edinburg,TX,Texas,26.3196,-98.1597
Lynn,MA,Massachusetts,42.4781,-70.9664
San Angelo,TX,Texas,31.4424,-100.4504
Hesperia,CA,California,34.3975,-117.3147
Bowling Green,KY,Kentucky,36.9716,-86.4378
Federal Way,WA,Washington,47.3091,-122.3358
Carmel,IN,Indiana,39.9650,-86.1460
Bismarck,ND,North Dakota,46.8143,-100.7694
Fishers,IN,Indiana,39.9588,-85.9659
Lafayette,CO,Colorado,39.9946,-105.0998
Vista,CA,California,33.1896,-117.2386
Boca Raton,FL,Florida,26.3752,-80.1080
St. Augustine,FL,Florida,29.8976,-81.3100
Beaverton,OR,Oregon,45.4779,-122.8168
Goodyear,AZ,Arizona,33.2614,-112.3622
Portsmouth,VA,Virginia,36.8468,-76.3540
Orem,UT,Utah,40.2981,-111.6994
Sunrise,FL,Florida,26.1547,-80.2997
Portsmouth,NH,New Hampshire,43.0580,-70.7826
Arden-Arcade,CA,California,38.6017,-121.3845
Lawrence,KS,Kansas,38.9597,-95.2642
Sandy,UT,Utah,40.5709,-111.8506
Slidell,LA,Louisiana,30.2887,-89.7828
Buckeye,AZ,Arizona,33.4314,-112.6429
Livonia,MI,Michigan,42.3972,-83.3733
Williamsburg,VA,Virginia,37.2693,-76.7076
Suffolk,VA,Virginia,36.6953,-76.6398
Compton,CA,California,33.8930,-118.2274
La Crosse,WI,Wisconsin,43.8241,-91.2268
Edmond,OK,Oklahoma,35.6689,-97.4160
Carson,CA,California,33.8374,-118.2559
San Marcos,CA,California,33.1350,-117.1743
Tracy,CA,California,37.7269,-121.4523
Prescott Valley,AZ,Arizona,34.5980,-112.3185
Middletown,OH,Ohio,39.5033,-84.3659
Fall River,MA,Massachusetts,41.7136,-71.1015
San Germán,PR,Puerto Rico,18.0827,-67.0460
Santa Fe,NM,New Mexico,35.6619,-105.9819
Plantation,FL,Florida,26.1259,-80.2617
Mayagüez,PR,Puerto Rico,18.2003,-67.1397
New Braunfels,TX,Texas,29.6994,-98.1148
Roswell,GA,Georgia,34.0391,-84.3513
Conroe,TX,Texas,30.3238,-95.4824
South Gate,CA,California,33.9447,-118.1926
Santa Monica,CA,California,34.0235,-118.4810
Kirkland,WA,Washington,47.6970,-122.2057
Hoover,AL,Alabama,33.3763,-86.8068
O'Fallon,MO,Missouri,38.7850,-90.7175
Alafaya,FL,Florida,28.5280,-81.1868
Palm Coast,FL,Florida,29.5389,-81.2457
Norwalk,CT,Connecticut,41.1144,-73.4215
Lawton,OK,Oklahoma,34.6175,-98.4202
Chino,CA,California,33.9836,-117.6654
Mount Pleasant,SC,South Carolina,32.8537,-79.8203
Manteca,CA,California,37.7927,-121.2264
Westminster,CA,California,33.7523,-117.9938
Florence,SC,South Carolina,34.1780,-79.7898
Joplin,MO,Missouri,37.0757,-94.5018
Germantown,MD,Maryland,39.1755,-77.2643
San Leandro,CA,California,37.7074,-122.1599
Town 'n' Country,FL,Florida,28.0106,-82.5763
Clifton,NJ,New Jersey,40.8630,-74.1575
Waukegan,IL,Illinois,42.3698,-87.8716
Bloomington,MN,Minnesota,44.8306,-93.3151
Avondale,AZ,Arizona,33.3873,-112.3235
Atascocita,TX,Texas,29.9777,-95.1953
Missoula,MT,Montana,46.8751,-114.0214
Fort Myers,FL,Florida,26.6194,-81.8302
Newton,MA,Massachusetts,42.3316,-71.2085
Lawrence,MA,Massachusetts,42.7002,-71.1626
Muncie,IN,Indiana,40.1989,-85.3950
Rapid City,SD,South Dakota,44.0716,-103.2204
Troy,MI,Michigan,42.5817,-83.1457
Livermore,CA,California,37.6868,-121.7607
Citrus Heights,CA,California,38.6948,-121.2880
Hawthorne,CA,California,33.9147,-118.3476
Winchester,VA,Virginia,39.1735,-78.1746
Springdale,AR,Arkansas,36.1901,-94.1574
Whittier,CA,California,33.9678,-118.0188
Deerfield Beach,FL,Florida,26.3050,-80.1277
Decatur,IL,Illinois,39.8557,-88.9342
San Ramon,CA,California,37.7624,-121.9365
Vineland,NJ,New Jersey,39.4653,-74.9981
Mission,TX,Texas,26.2039,-98.3256
Auburn,WA,Washington,47.3039,-122.2108
Lake Forest,CA,California,33.6605,-117.6714
Newport Beach,CA,California,33.6151,-117.8668
Melbourne,FL,Florida,28.1086,-80.6627
Brooklyn Park,MN,Minnesota,45.1112,-93.3505
Bryan,TX,Texas,30.6650,-96.3807
Westland,MI,Michigan,42.3192,-83.3805
Napa,CA,California,38.2975,-122.3010
Baytown,TX,Texas,29.7587,-94.9671
Cicero,IL,Illinois,41.8445,-87.7593
Anderson,IN,Indiana,40.0891,-85.6892
Franklin,TN,Tennessee,35.9200,-86.8516
Farmington Hills,MI,Michigan,42.4860,-83.3771
Buena Park,CA,California,33.8572,-118.0046
Albany,GA,Georgia,31.5776,-84.1762
Pine Hills,FL,Florida,28.5818,-81.4692
State College,PA,Pennsylvania,40.7909,-77.8567
Redwood City,CA,California,37.5025,-122.2253
Warwick,RI,Rhode Island,41.7062,-71.4334
Jackson,MI,Michigan,42.2431,-84.4038
Cranston,RI,Rhode Island,41.7658,-71.4858
Largo,FL,Florida,27.9088,-82.7712
Miami Beach,FL,Florida,25.8171,-80.1396
Alhambra,CA,California,34.0840,-118.1355
Johns Creek,GA,Georgia,34.0333,-84.2027
Mountain View,CA,California,37.4001,-122.0796
Salisbury,MD,Maryland,38.3756,-75.5865
Morgantown,WV,West Virginia,39.6383,-79.9464
Silver Spring,MD,Maryland,39.0028,-77.0207
Layton,UT,Utah,41.0770,-111.9620
Springfield,OH,Ohio,39.9300,-83.7959
Lakewood,CA,California,33.8471,-118.1222
